Area_code,Area_name,Patient count,CV_AF,CV_CHD,CV_CVD,CV_HF,CV_LVSD,CV_HYP,CV_PAD,CV_STIA,Resp_AST,Resp_COPD,LS_OB,HD_CAN,HD_CKD,HD_DM,HD_PC,Neu_DEM,Neu_DEP,Neu_EP,Neu_LD,Neu_MH,MS_OST,MS_RA
E38000144,NHS SANDWELL AND WEST BIRMINGHAM CCG,"570,402",0.0125999,0.0297176,0.0101200,0.0075228,#N/A,0.1357253,0.0042531,0.0138341,0.0574402,0.0153681,0.1120476,0.0170476,0.0347013,0.0913924,0.0020214,0.0052752,0.0778586,0.0077553,0.0052980,0.0109344,0.0053568,0.0071300
E38000164,NHS SOUTH WARWICKSHIRE CCG,"287,232",0.0234654,0.0301464,0.0108468,0.0088604,#N/A,0.1517449,0.0052606,0.0206488,0.0619952,0.0171220,0.0883636,0.0327853,0.0550599,0.0570162,0.0061379,0.0084844,0.1059328,0.0074588,0.0036382,0.0079587,0.0102508,0.0071603
E38000166,NHS SOUTH WORCESTERSHIRE CCG,"311,530",0.0245370,0.0332488,0.0123066,0.0111450,#N/A,0.1639778,0.0060187,0.0209932,0.0620133,0.0196514,0.1059053,0.0365133,0.0584560,0.0709215,0.0066222,0.0082560,0.1046314,0.0082808,0.0043720,0.0080410,0.0130806,0.0089938
E38000191,NHS WALSALL CCG,"288,553",0.0195319,0.0385025,0.0115028,0.0101541,#N/A,0.1525647,0.0063351,0.0177298,0.0611881,0.0246714,0.1401011,0.0232332,0.0501384,0.0889120,0.0032507,0.0077837,0.1052519,0.0090872,0.0047374,0.0096793,0.0056930,0.0103026
E38000210,NHS WOLVERHAMPTON CCG,"280,266",0.0169518,0.0320017,0.0090382,0.0095267,#N/A,0.1452192,0.0058659,0.0174513,0.0591402,0.0182362,0.1162878,0.0231316,0.0413259,0.0831159,0.0029579,0.0081565,0.1002453,0.0099035,0.0056839,0.0101868,0.0063712,0.0094966
E38000211,NHS WYRE FOREST CCG,"116,281",0.0254900,0.0377706,0.0117871,0.0136050,#N/A,0.1778622,0.0074905,0.0270294,0.0692633,0.0223510,0.1375193,0.0390606,0.0647038,0.0798847,0.0085827,0.0087719,0.1589568,0.0102375,0.0061575,0.0076711,0.0192220,0.0106777
E38000220,NHS BIRMINGHAM AND SOLIHULL CCG,"1,310,060",0.0153428,0.0292849,0.0101522,0.0066745,#N/A,0.1285010,0.0050830,0.0155260,0.0610415,0.0165962,0.0980339,0.0229699,0.0417667,0.0821491,0.0040693,0.0066218,0.0958533,0.0082360,0.0062119,0.0110629,0.0047350,0.0071326
E38000099,NHS LINCOLNSHIRE EAST CCG,"250,214",0.0283517,0.0488542,0.0129432,0.0143197,#N/A,0.1797541,0.0082210,0.0272207,0.0669667,0.0274325,0.1259220,0.0357574,0.0797354,0.0888785,0.0085886,0.0104511,0.0993014,0.0101533,0.0073297,0.0083608,0.0107915,0.0094982
E38000037,NHS CORBY CCG,"78,532",0.0164137,0.0334768,0.0124619,0.0110656,#N/A,0.1266363,0.0075256,0.0179290,0.0550986,0.0287781,0.1095275,0.0261167,0.0391240,0.0654486,0.0017318,0.0069780,0.1289161,0.0083070,0.0046987,0.0080604,0.0043387,0.0092004
E38000051,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,"331,082",0.0241360,0.0317384,0.0132726,0.0099734,#N/A,0.1557862,0.0051256,0.0194000,0.0610725,0.0175787,0.0856213,0.0318592,0.0410130,0.0680739,0.0119547,0.0097468,0.1117888,0.0074133,0.0038148,0.0071795,0.0059931,0.0077146
E38000097,NHS LEICESTER CITY CCG,"406,597",0.0103665,0.0246214,0.0119818,0.0076144,#N/A,0.1214126,0.0032809,0.0120144,0.0487411,0.0139499,0.0806311,0.0146017,0.0264993,0.0922486,0.0047664,0.0063208,0.0936356,0.0072456,0.0057231,0.0106199,0.0052148,0.0074067
E38000100,NHS LINCOLNSHIRE WEST CCG,"240,204",0.0209780,0.0373058,0.0113530,0.0097334,#N/A,0.1420043,0.0060615,0.0195500,0.0642454,0.0203286,0.1141368,0.0307822,0.0613147,0.0683215,0.0051873,0.0084928,0.1154310,0.0089102,0.0060615,0.0095169,0.0078503,0.0074143
E38000107,NHS MILTON KEYNES CCG,"293,999",0.0132858,0.0227110,0.0104037,0.0059082,#N/A,0.1236739,0.0038333,0.0105885,0.0547145,0.0160953,0.0879710,0.0219423,0.0236816,0.0615129,0.0019762,0.0050885,0.0932867,0.0062680,0.0037857,0.0069354,0.0025342,0.0057655
E38000108,NHS NENE CCG,"685,734",0.0188849,0.0298541,0.0114014,0.0081110,#N/A,0.1443125,0.0057180,0.0164145,0.0611491,0.0179851,0.1016706,0.0276798,0.0395899,0.0667718,0.0021189,0.0069575,0.1232252,0.0076554,0.0049290,0.0083473,0.0069610,0.0073024
E38000165,NHS SOUTH WEST LINCOLNSHIRE CCG,"133,612",0.0251774,0.0413810,0.0124207,0.0154402,#N/A,0.1769078,0.0069230,0.0205670,0.0623222,0.0206643,0.1188537,0.0366883,0.0686207,0.0753992,0.0038844,0.0073796,0.1021808,0.0085089,0.0048723,0.0071251,0.0098468,0.0088378
E38000201,NHS WEST LEICESTERSHIRE CCG,"392,564",0.0211023,0.0296792,0.0120098,0.0110377,#N/A,0.1460450,0.0055074,0.0175844,0.0631413,0.0189294,0.0937140,0.0281839,0.0435805,0.0682929,0.0065518,0.0084700,0.1153099,0.0077252,0.0041445,0.0079248,0.0055772,0.0074578
E38000010,NHS BEDFORDSHIRE CCG,"480,136",0.0182136,0.0295104,0.0121212,0.0070397,#N/A,0.1410600,0.0043467,0.0156914,0.0648066,0.0163954,0.1025874,0.0288106,0.0352500,0.0654660,0.0051402,0.0063378,0.1012629,0.0072399,0.0041926,0.0087642,0.0049626,0.0076461
E38000049,NHS EAST AND NORTH HERTFORDSHIRE CCG,"597,980",0.0184722,0.0282769,0.0120671,0.0063648,#N/A,0.1339861,0.0042409,0.0165641,0.0581926,0.0156962,0.0911583,0.0282819,0.0302198,0.0587808,0.0064367,0.0072628,0.0930167,0.0074928,0.0046440,0.0080755,0.0047873,0.0070771
E38000079,NHS HERTS VALLEYS CCG,"645,655",0.0185718,0.0252859,0.0108579,0.0066878,#N/A,0.1263461,0.0045984,0.0151536,0.0535038,0.0138681,0.0788205,0.0265916,0.0349009,0.0576612,0.0031565,0.0074947,0.0917477,0.0068588,0.0044668,0.0082428,0.0064190,0.0067672
E38000102,NHS LUTON CCG,"233,898",0.0105730,0.0246945,0.0120657,0.0053870,#N/A,0.1208561,0.0033604,0.0122575,0.0527965,0.0121933,0.1001856,0.0165842,0.0244718,0.0798252,0.0027106,0.0048012,0.0750990,0.0063894,0.0046174,0.0101412,0.0035955,0.0067221
E38000157,NHS SOUTH LINCOLNSHIRE CCG,"167,148",0.0253069,0.0393962,0.0112039,0.0131440,#N/A,0.1702264,0.0067784,0.0223634,0.0666236,0.0201498,0.1165545,0.0372365,0.0698051,0.0761571,0.0028897,0.0092672,0.1158718,0.0079622,0.0052708,0.0067545,0.0116696,0.0084757
E38000026,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,"967,307",0.0175725,0.0275011,0.0117446,0.0067993,#N/A,0.1264831,0.0050243,0.0146096,0.0597845,0.0170711,0.0850530,0.0265686,0.0275485,0.0596535,0.0039026,0.0067724,0.0884501,0.0069696,0.0041941,0.0080119,0.0050667,0.0072439
E38000086,NHS IPSWICH AND EAST SUFFOLK CCG,"407,512",0.0241195,0.0364627,0.0125153,0.0103629,#N/A,0.1498557,0.0050575,0.0202742,0.0656054,0.0177344,0.1091489,0.0320923,0.0563447,0.0616759,0.0042993,0.0096046,0.1010327,0.0087440,0.0048293,0.0086918,0.0071918,0.0077680
E38000063,NHS GREAT YARMOUTH AND WAVENEY CCG,"226,999",0.0250354,0.0399165,0.0127603,0.0093613,#N/A,0.1719391,0.0080617,0.0225772,0.0671236,0.0275508,0.1177107,0.0338460,0.0513464,0.0814227,0.0055375,0.0100000,0.1131588,0.0098714,0.0060132,0.0112952,0.0032848,0.0091252
E38000106,NHS MID ESSEX CCG,"391,186",0.0195661,0.0304663,0.0119604,0.0066107,#N/A,0.1432541,0.0041847,0.0168360,0.0619194,0.0157086,0.0825032,0.0292061,0.0412323,0.0640235,0.0018994,0.0076383,0.0828280,0.0081641,0.0037629,0.0073392,0.0040943,0.0083104
E38000117,NHS NORTH EAST ESSEX CCG,"351,766",0.0224155,0.0346082,0.0123177,0.0098077,#N/A,0.1591541,0.0060807,0.0188165,0.0628145,0.0226685,0.1124354,0.0321634,0.0513426,0.0691197,0.0062428,0.0084374,0.1008093,0.0090943,0.0063650,0.0096172,0.0048521,0.0083656
E38000124,NHS NORTH NORFOLK CCG,"164,181",0.0314105,0.0436104,0.0134609,0.0106042,#N/A,0.1811659,0.0066573,0.0266961,0.0770796,0.0217808,0.1114049,0.0419902,0.0538542,0.0752046,0.0048179,0.0116213,0.0878821,0.0093288,0.0078024,0.0087952,0.0035552,0.0117206
E38000218,NHS NORWICH CCG,"235,628",0.0170820,0.0274500,0.0115101,0.0072530,#N/A,0.1171974,0.0050418,0.0170778,0.0650432,0.0177483,0.0842270,0.0250862,0.0317209,0.0534978,0.0031660,0.0069644,0.1010030,0.0087217,0.0073378,0.0116327,0.0037738,0.0081274
E38000219,NHS SOUTH NORFOLK CCG,"227,864",0.0245629,0.0351218,0.0114043,0.0080267,#N/A,0.1580855,0.0055472,0.0209818,0.0670137,0.0189192,0.1057200,0.0342441,0.0456160,0.0675238,0.0052180,0.0096198,0.0886766,0.0082819,0.0057008,0.0066575,0.0029972,0.0094090
E38000185,NHS THURROCK CCG,"176,290",0.0133984,0.0249021,0.0143772,0.0065290,#N/A,0.1381871,0.0042430,0.0149640,0.0522888,0.0190255,0.0984782,0.0207329,0.0513433,0.0667673,0.0038573,0.0056952,0.0930448,0.0074775,0.0028646,0.0068240,0.0039951,0.0081424
E38000197,NHS WEST ESSEX CCG,"312,934",0.0191798,0.0288911,0.0137547,0.0091042,#N/A,0.1420363,0.0043524,0.0156231,0.0573987,0.0176555,0.0837683,0.0273636,0.0351253,0.0620243,0.0034896,0.0082925,0.0892692,0.0067670,0.0029623,0.0074393,0.0035417,0.0087143
E38000203,NHS WEST NORFOLK CCG,"175,733",0.0295903,0.0448351,0.0123638,0.0094746,#N/A,0.1846608,0.0061002,0.0265118,0.0704762,0.0261021,0.1131721,0.0364246,0.0486401,0.0848804,0.0037557,0.0099697,0.0955390,0.0081645,0.0059067,0.0073122,0.0031803,0.0108400
E38000204,NHS WEST SUFFOLK CCG,"250,598",0.0232085,0.0339548,0.0115761,0.0100839,#N/A,0.1550451,0.0062091,0.0185835,0.0700684,0.0217520,0.0913381,0.0355031,0.0392405,0.0675327,0.0043416,0.0088588,0.1011150,0.0076070,0.0047806,0.0080049,0.0111193,0.0088429
E38000007,NHS BASILDON AND BRENTWOOD CCG,"278,874",0.0178360,0.0294470,0.0113975,0.0076594,#N/A,0.1472278,0.0043604,0.0184277,0.0586107,0.0191699,0.0797027,0.0272202,0.0528968,0.0635977,0.0039014,0.0074442,0.0996777,0.0076379,0.0042313,0.0085056,0.0036997,0.0086051
E38000030,NHS CASTLE POINT AND ROCHFORD CCG,"185,146",0.0216748,0.0361066,0.0133347,0.0095006,#N/A,0.1729824,0.0046072,0.0188068,0.0590777,0.0230683,0.0907482,0.0314238,0.0440969,0.0722998,0.0034621,0.0090685,0.0858124,0.0075169,0.0040022,0.0065786,0.0027721,0.0090848
E38000168,NHS SOUTHEND CCG,"188,155",0.0189365,0.0318195,0.0137716,0.0090564,#N/A,0.1524700,0.0043368,0.0177992,0.0593075,0.0214557,0.0846238,0.0269140,0.0374357,0.0671086,0.0028859,0.0094497,0.1010409,0.0084999,0.0057506,0.0123781,0.0049843,0.0085127
E38000004,NHS BARKING AND DAGENHAM CCG,"223,281",0.0080392,0.0175340,0.0109535,0.0042726,#N/A,0.1144970,0.0029694,0.0088633,0.0444865,0.0153618,0.1322852,0.0140093,0.0237377,0.0797460,0.0015765,0.0037397,0.0647722,0.0063405,0.0041920,0.0082766,0.0049753,0.0066944
E38000005,NHS BARNET CCG,"404,533",0.0141793,0.0245864,0.0093186,0.0057424,#N/A,0.1182030,0.0036536,0.0127579,0.0434847,0.0107210,0.0663710,0.0241216,0.0348119,0.0645147,0.0031122,0.0070279,0.0688678,0.0058258,0.0038365,0.0104664,0.0112169,0.0048677
E38000027,NHS CAMDEN CCG,"284,506",0.0100736,0.0143090,0.0149483,0.0066466,#N/A,0.0926096,0.0035957,0.0088258,0.0378059,0.0130929,0.0512864,0.0178133,0.0204939,0.0391152,0.0023866,0.0049454,0.0799125,0.0045726,0.0027697,0.0146640,0.0047386,0.0042810
E38000035,NHS CITY AND HACKNEY CCG,"318,726",0.0073041,0.0151572,0.0086269,0.0071974,#N/A,0.0925372,0.0031469,0.0085842,0.0436990,0.0108463,0.0940600,0.0143509,0.0206320,0.0574863,0.0035328,0.0030308,0.0964638,0.0048475,0.0037524,0.0141532,0.0031882,0.0040761
E38000057,NHS ENFIELD CCG,"321,065",0.0121813,0.0232881,0.0116829,0.0058773,#N/A,0.1318830,0.0037749,0.0118854,0.0460872,0.0112251,0.0917041,0.0226278,0.0287538,0.0802954,0.0012770,0.0059552,0.0785623,0.0060727,0.0043916,0.0109604,0.0047608,0.0055710
E38000072,NHS HARINGEY CCG,"304,286",0.0094385,0.0160507,0.0098197,0.0054291,#N/A,0.1047567,0.0029019,0.0090145,0.0430910,0.0088239,0.0886212,0.0177005,0.0205644,0.0623246,0.0012948,0.0041606,0.0699987,0.0053905,0.0037530,0.0134840,0.0048125,0.0048270
E38000077,NHS HAVERING CCG,"277,748",0.0171558,0.0264700,0.0127212,0.0063619,#N/A,0.1381036,0.0047273,0.0151828,0.0475827,0.0172711,0.0998734,0.0270461,0.0308679,0.0682714,0.0027147,0.0072872,0.0746975,0.0066735,0.0034096,0.0069667,0.0050390,0.0083067
E38000088,NHS ISLINGTON CCG,"252,200",0.0092823,0.0148692,0.0093889,0.0047819,#N/A,0.0882157,0.0038462,0.0096035,0.0495797,0.0155511,0.0656636,0.0173553,0.0177970,0.0487739,0.0028747,0.0048454,0.0924346,0.0058788,0.0040920,0.0152022,0.0030173,0.0049219
E38000113,NHS NEWHAM CCG,"390,564",0.0052258,0.0175131,0.0109592,0.0053000,#N/A,0.1040265,0.0020893,0.0075225,0.0428918,0.0090613,0.1047791,0.0095503,0.0288405,0.0856669,0.0028523,0.0027678,0.0537517,0.0045886,0.0036819,0.0110942,0.0016667,0.0047403
E38000138,NHS REDBRIDGE CCG,"320,422",0.0097777,0.0240121,0.0095791,0.0043287,#N/A,0.1172360,0.0024873,0.0103582,0.0457303,0.0080519,0.0836657,0.0167810,0.0254213,0.0865937,0.0036982,0.0050558,0.0552225,0.0053171,0.0036639,0.0086417,0.0027064,0.0068211
E38000186,NHS TOWER HAMLETS CCG,"324,434",0.0055851,0.0154669,0.0083945,0.0039885,#N/A,0.0748226,0.0028665,0.0071910,0.0431891,0.0121257,0.0698589,0.0114415,0.0248566,0.0674338,0.0015720,0.0030145,0.0727357,0.0044214,0.0033689,0.0133648,0.0024557,0.0039794
E38000192,NHS WALTHAM FOREST CCG,"314,795",0.0087613,0.0185581,0.0100869,0.0048889,#N/A,0.1095411,0.0026589,0.0091901,0.0462396,0.0092886,0.0765512,0.0161057,0.0230047,0.0676283,0.0020362,0.0043775,0.0676978,0.0054580,0.0037389,0.0113344,0.0026296,0.0053007
E38000020,NHS BRENT CCG,"380,614",0.0085310,0.0210187,0.0110294,0.0059299,#N/A,0.1230958,0.0031738,0.0109928,0.0432853,0.0079424,0.0827586,0.0155670,0.0242805,0.0890947,0.0029689,0.0051259,0.0589603,0.0054341,0.0043587,0.0122407,0.0037700,0.0056839
E38000048,NHS EALING CCG,"436,021",0.0111508,0.0242970,0.0135739,0.0054263,#N/A,0.1247119,0.0025733,0.0096601,0.0507109,0.0090821,0.0845918,0.0164465,0.0272780,0.0824139,0.0018004,0.0042039,0.0551168,0.0052733,0.0031742,0.0112036,0.0032585,0.0053269
E38000084,NHS HOUNSLOW CCG,"315,560",0.0105463,0.0231462,0.0113285,0.0053746,#N/A,0.1174388,0.0025035,0.0104196,0.0450152,0.0106065,0.0915460,0.0172962,0.0242383,0.0794344,0.0021644,0.0047630,0.0623716,0.0058860,0.0038345,0.0089016,0.0024684,0.0063093
E38000070,NHS HAMMERSMITH AND FULHAM CCG,"239,980",0.0093966,0.0151263,0.0102648,0.0038212,#N/A,0.0856946,0.0031086,0.0092758,0.0416868,0.0108759,0.0522342,0.0160972,0.0168279,0.0424091,0.0027169,0.0036961,0.0645472,0.0049846,0.0023669,0.0128219,0.0037074,0.0040783
E38000074,NHS HARROW CCG,"266,622",0.0135510,0.0273871,0.0125434,0.0068374,#N/A,0.1319921,0.0043357,0.0132472,0.0511061,0.0087352,0.0730279,0.0212773,0.0268768,0.0958122,0.0034543,0.0062148,0.0607577,0.0059077,0.0038781,0.0103442,0.0062053,0.0068875
E38000082,NHS HILLINGDON CCG,"312,298",0.0149953,0.0228276,0.0119350,0.0053411,#N/A,0.1251881,0.0041851,0.0116972,0.0495808,0.0127122,0.0741587,0.0184567,0.0255415,0.0743389,0.0032661,0.0061448,0.0772853,0.0062119,0.0031380,0.0084150,0.0034688,0.0072389
E38000202,NHS WEST LONDON CCG,"249,241",0.0109974,0.0173005,0.0091974,0.0041245,#N/A,0.0939573,0.0031094,0.0111178,0.0362581,0.0128109,0.0580292,0.0205223,0.0160646,0.0482774,0.0029931,0.0054485,0.0803518,0.0046899,0.0026400,0.0154509,0.0018079,0.0040672
E38000031,NHS CENTRAL LONDON (WESTMINSTER) CCG,"228,808",0.0105591,0.0165466,0.0088667,0.0045759,#N/A,0.0791887,0.0029894,0.0095801,0.0338319,0.0090207,0.0463379,0.0180763,0.0139664,0.0400320,0.0023775,0.0047507,0.0569285,0.0043229,0.0020279,0.0140511,0.0036212,0.0039261
E38000011,NHS BEXLEY CCG,"245,201",0.0164640,0.0260072,0.0071266,0.0073328,#N/A,0.1360557,0.0042006,0.0149347,0.0471939,0.0179771,0.1060034,0.0256116,0.0309205,0.0685436,0.0042129,0.0072634,0.0651818,0.0066078,0.0036786,0.0074510,0.0032673,0.0073198
E38000023,NHS BROMLEY CCG,"349,066",0.0197327,0.0279002,0.0092348,0.0064429,#N/A,0.1344072,0.0041310,0.0147594,0.0500622,0.0136966,0.0761420,0.0271725,0.0341094,0.0555638,0.0039047,0.0083480,0.0912534,0.0063436,0.0028848,0.0084970,0.0030451,0.0071382
E38000040,NHS CROYDON CCG,"408,354",0.0119504,0.0220568,0.0107978,0.0051867,#N/A,0.1246786,0.0036341,0.0123471,0.0473413,0.0120214,0.0841287,0.0210112,0.0301263,0.0703118,0.0037125,0.0057279,0.0659405,0.0063859,0.0050765,0.0112892,0.0027973,0.0074155
E38000066,NHS GREENWICH CCG,"295,451",0.0097546,0.0197461,0.0106179,0.0060315,#N/A,0.1233606,0.0039905,0.0109764,0.0467116,0.0149433,0.1029657,0.0169402,0.0253602,0.0666559,0.0024099,0.0041564,0.0648967,0.0062682,0.0040548,0.0119546,0.0031931,0.0051856
E38000090,NHS KINGSTON CCG,"208,930",0.0129038,0.0206098,0.0097935,0.0054803,#N/A,0.1042215,0.0030776,0.0105729,0.0461303,0.0114775,0.0552930,0.0224094,0.0230695,0.0515460,0.0017757,0.0052793,0.0756944,0.0057840,0.0028526,0.0085148,0.0061888,0.0052878
E38000092,NHS LAMBETH CCG,"412,559",0.0073153,0.0122237,0.0107864,0.0040406,#N/A,0.0941950,0.0031123,0.0091599,0.0450942,0.0092375,0.0652577,0.0153481,0.0185732,0.0550022,0.0014786,0.0035656,0.0772219,0.0049371,0.0034444,0.0126527,0.0027626,0.0042238
E38000098,NHS LEWISHAM CCG,"327,782",0.0086918,0.0166300,0.0116253,0.0047867,#N/A,0.1156866,0.0043596,0.0110836,0.0522420,0.0131429,0.0831695,0.0169808,0.0186798,0.0644076,0.0010800,0.0045213,0.0820622,0.0058744,0.0043932,0.0133320,0.0032317,0.0043569
E38000140,NHS RICHMOND CCG,"217,675",0.0145125,0.0181004,0.0047500,0.0047548,#N/A,0.0973929,0.0029080,0.0109429,0.0432755,0.0102998,0.0396420,0.0248444,0.0212588,0.0369508,0.0018560,0.0062754,0.0641587,0.0053573,0.0024532,0.0082279,0.0050969,0.0048710
E38000171,NHS SOUTHWARK CCG,"329,351",0.0077486,0.0134811,0.0113258,0.0044967,#N/A,0.1065277,0.0034553,0.0089813,0.0422437,0.0133960,0.0853306,0.0153575,0.0213711,0.0619831,0.0017428,0.0036860,0.0795120,0.0052978,0.0033004,0.0123789,0.0033233,0.0047180
E38000105,NHS MERTON CCG,"226,258",0.0113852,0.0199286,0.0100521,0.0049766,#N/A,0.1072713,0.0033502,0.0103466,0.0447365,0.0109565,0.0550911,0.0199109,0.0277142,0.0619745,0.0018033,0.0057987,0.0742644,0.0053303,0.0032573,0.0090516,0.0035583,0.0056053
E38000179,NHS SUTTON CCG,"194,502",0.0154960,0.0248892,0.0091355,0.0065295,#N/A,0.1240141,0.0039845,0.0130384,0.0539275,0.0147762,0.0742134,0.0252748,0.0349802,0.0668829,0.0036761,0.0077017,0.0898296,0.0073695,0.0051362,0.0096143,0.0063886,0.0063556
E38000193,NHS WANDSWORTH CCG,"402,894",0.0087318,0.0134353,0.0068031,0.0032837,#N/A,0.0816220,0.0026781,0.0081262,0.0405293,0.0086524,0.0524536,0.0166818,0.0141600,0.0433591,0.0024771,0.0040730,0.0674425,0.0048521,0.0032515,0.0097569,0.0034245,0.0041349
E38000045,NHS DORSET CCG,"800,260",0.0284033,0.0422563,0.0109402,0.0101642,#N/A,0.1558781,0.0066878,0.0243333,0.0675743,0.0209907,0.0841500,0.0384075,0.0576410,0.0640513,0.0064379,0.0102904,0.0995731,0.0075299,0.0053295,0.0099643,0.0087739,0.0087459
E38000089,NHS KERNOW CCG,"574,407",0.0260878,0.0404173,0.0122306,0.0123171,#N/A,0.1567181,0.0066103,0.0266988,0.0663780,0.0220767,0.1122941,0.0339306,0.0508621,0.0658450,0.0028377,0.0081040,0.0872514,0.0089991,0.0054944,0.0085201,0.0059458,0.0089516
E38000150,NHS SOMERSET CCG,"574,614",0.0279962,0.0381073,0.0137478,0.0111275,#N/A,0.1660019,0.0085779,0.0232069,0.0656650,0.0225334,0.0940806,0.0367307,0.0465914,0.0686831,0.0032300,0.0097648,0.1166555,0.0086299,0.0049529,0.0083813,0.0080774,0.0089252
E38000129,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG","931,004",0.0248441,0.0382179,0.0104988,0.0095757,#N/A,0.1513946,0.0069323,0.0222899,0.0672285,0.0210547,0.0967483,0.0329214,0.0446801,0.0672803,0.0028314,0.0088217,0.1062196,0.0090771,0.0054285,0.0094908,0.0072447,0.0082171
E38000152,NHS SOUTH DEVON AND TORBAY CCG,"293,406",0.0294166,0.0392051,0.0118195,0.0094920,#N/A,0.1734048,0.0086910,0.0262878,0.0685978,0.0250336,0.0958032,0.0382064,0.0667622,0.0701132,0.0030708,0.0104361,0.1064822,0.0096568,0.0066733,0.0106951,0.0103363,0.0094953
E38000009,NHS BATH AND NORTH EAST SOMERSET CCG,"207,866",0.0215572,0.0275995,0.0113588,0.0089192,#N/A,0.1258936,0.0050802,0.0175883,0.0621169,0.0141389,0.0798309,0.0279555,0.0366941,0.0500439,0.0024872,0.0077983,0.0902232,0.0074037,0.0049503,0.0082890,0.0090207,0.0067793
E38000062,NHS GLOUCESTERSHIRE CCG,"636,319",0.0237601,0.0325214,0.0101215,0.0088713,#N/A,0.1414542,0.0056355,0.0195955,0.0664164,0.0181796,0.0949071,0.0313883,0.0655593,0.0668600,0.0033788,0.0092862,0.0935580,0.0091378,0.0056937,0.0079410,0.0076278,0.0084819
E38000181,NHS SWINDON CCG,"237,387",0.0174062,0.0275289,0.0124675,0.0071866,#N/A,0.1402351,0.0053331,0.0150809,0.0644264,0.0168965,0.1120601,0.0240578,0.0349705,0.0758753,0.0016976,0.0060745,0.1010815,0.0084924,0.0049455,0.0079954,0.0075081,0.0070081
E38000222,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG","1,008,028",0.0200590,0.0272562,0.0110006,0.0081020,#N/A,0.1271780,0.0060058,0.0179568,0.0628068,0.0178527,0.0855256,0.0273832,0.0485207,0.0588775,0.0023531,0.0074184,0.1084422,0.0078843,0.0045614,0.0084889,0.0133453,0.0071958
E38000206,NHS WILTSHIRE CCG,"490,018",0.0245726,0.0338314,0.0097290,0.0095099,#N/A,0.1537025,0.0058222,0.0213176,0.0652915,0.0178565,0.0900963,0.0347293,0.0417547,0.0652588,0.0022856,0.0092609,0.0913128,0.0084283,0.0047692,0.0081548,0.0064185,0.0084235
E38000178,NHS SURREY HEATH CCG,"96,700",0.0204033,0.0274147,0.0116531,0.0054912,#N/A,0.1375801,0.0045295,0.0159152,0.0582316,0.0126784,0.0646328,0.0273423,0.0332007,0.0572279,0.0034643,0.0083868,0.0825921,0.0069184,0.0035988,0.0063599,0.0039086,0.0062163
E38000120,NHS NORTH HAMPSHIRE CCG,"225,922",0.0185639,0.0253273,0.0130027,0.0052407,#N/A,0.1322359,0.0051655,0.0158816,0.0615301,0.0140579,0.0836316,0.0289790,0.0319829,0.0596848,0.0030055,0.0070245,0.1146567,0.0070855,0.0040811,0.0076796,0.0063182,0.0067168
E38000059,NHS FAREHAM AND GOSPORT CCG,"204,781",0.0245677,0.0359994,0.0114285,0.0097079,#N/A,0.1630034,0.0062408,0.0207002,0.0647326,0.0197772,0.1018110,0.0349984,0.0473358,0.0715605,0.0032864,0.0091610,0.1178409,0.0083190,0.0037650,0.0085311,0.0090732,0.0078122
E38000087,NHS ISLE OF WIGHT CCG,"144,464",0.0248159,0.0391516,0.0106462,0.0101340,#N/A,0.1783282,0.0081197,0.0260549,0.0708481,0.0220747,0.1016161,0.0380579,0.0400813,0.0720284,0.0049355,0.0125637,0.0921602,0.0090212,0.0069498,0.0118369,0.0062216,0.0105901
E38000136,NHS OXFORDSHIRE CCG,"743,487",0.0188638,0.0238565,0.0119694,0.0070250,#N/A,0.1240371,0.0049187,0.0172996,0.0572411,0.0137770,0.0846638,0.0311129,0.0330021,0.0496860,0.0024022,0.0075038,0.1036113,0.0069327,0.0037190,0.0085287,0.0114694,0.0064328
E38000137,NHS PORTSMOUTH CCG,"230,543",0.0164264,0.0267759,0.0092302,0.0074910,#N/A,0.1168632,0.0057039,0.0152596,0.0624135,0.0206512,0.0925163,0.0233969,0.0302469,0.0596766,0.0041381,0.0066278,0.0945231,0.0080056,0.0044981,0.0091089,0.0085957,0.0056898
E38000154,NHS SOUTH EASTERN HAMPSHIRE CCG,"215,121",0.0259203,0.0362447,0.0106786,0.0098084,#N/A,0.1601796,0.0074284,0.0210533,0.0664510,0.0221131,0.1120440,0.0351756,0.0494031,0.0722414,0.0052389,0.0106266,0.1110039,0.0090775,0.0054342,0.0086835,0.0118163,0.0075745
E38000167,NHS SOUTHAMPTON CCG,"286,789",0.0143973,0.0225497,0.0098210,0.0063217,#N/A,0.1052621,0.0052687,0.0145438,0.0579346,0.0204506,0.0874251,0.0195823,0.0263113,0.0569644,0.0022316,0.0056348,0.1005120,0.0072972,0.0046027,0.0112836,0.0048118,0.0060064
E38000198,NHS WEST HAMPSHIRE CCG,"562,712",0.0254002,0.0327041,0.0120504,0.0092943,#N/A,0.1518023,0.0055677,0.0219526,0.0634410,0.0169838,0.0875229,0.0362459,0.0339076,0.0569516,0.0024968,0.0095626,0.1008407,0.0074064,0.0041264,0.0076931,0.0091005,0.0082765
